No Kurs,Tanggal Kurs,Kurs
1118,5/19/2016 12:00:00 AM,13467
1119,5/18/2016 12:00:00 AM,13319
1120,5/17/2016 12:00:00 AM,13278
1121,5/16/2016 12:00:00 AM,13328
1122,5/13/2016 12:00:00 AM,13311
1123,5/12/2016 12:00:00 AM,13299
1124,5/11/2016 12:00:00 AM,13271
1125,5/10/2016 12:00:00 AM,13333
1126,5/9/2016 12:00:00 AM,13284
1127,5/4/2016 12:00:00 AM,13246
1128,5/3/2016 12:00:00 AM,13162
1129,5/2/2016 12:00:00 AM,13192
1130,4/29/2016 12:00:00 AM,13204
1131,4/28/2016 12:00:00 AM,13204
1132,4/27/2016 12:00:00 AM,13173
1133,4/26/2016 12:00:00 AM,13215
1134,4/25/2016 12:00:00 AM,13235
1135,4/22/2016 12:00:00 AM,13169
1136,4/21/2016 12:00:00 AM,13182
1137,4/20/2016 12:00:00 AM,13133
1138,4/19/2016 12:00:00 AM,13150
1139,4/18/2016 12:00:00 AM,13204
1140,4/15/2016 12:00:00 AM,13166
1141,4/14/2016 12:00:00 AM,13238
1142,4/13/2016 12:00:00 AM,13096
1143,4/12/2016 12:00:00 AM,13123
1144,4/11/2016 12:00:00 AM,13134
1145,4/8/2016 12:00:00 AM,13169
1146,4/7/2016 12:00:00 AM,13197
1147,4/6/2016 12:00:00 AM,13223
1148,4/5/2016 12:00:00 AM,13217
1149,4/4/2016 12:00:00 AM,13145
1150,4/1/2016 12:00:00 AM,13200
1151,3/31/2016 12:00:00 AM,13276
1152,3/30/2016 12:00:00 AM,13359
1153,3/29/2016 12:00:00 AM,13363
1154,3/28/2016 12:00:00 AM,13323
1155,3/24/2016 12:00:00 AM,13250
1156,3/23/2016 12:00:00 AM,13167
1157,3/22/2016 12:00:00 AM,13175
1158,3/21/2016 12:00:00 AM,13160
1159,3/18/2016 12:00:00 AM,13048
1160,3/17/2016 12:00:00 AM,13166
1161,3/16/2016 12:00:00 AM,13169
1162,3/15/2016 12:00:00 AM,13087
1163,3/14/2016 12:00:00 AM,13020
1164,3/11/2016 12:00:00 AM,13087
1165,3/10/2016 12:00:00 AM,13149
1166,3/8/2016 12:00:00 AM,13128
1167,3/7/2016 12:00:00 AM,13029
1168,3/4/2016 12:00:00 AM,13159
1169,3/3/2016 12:00:00 AM,13260
1170,3/2/2016 12:00:00 AM,13314
1171,3/1/2016 12:00:00 AM,13367
1172,2/29/2016 12:00:00 AM,13395
1173,2/26/2016 12:00:00 AM,13400
1174,2/25/2016 12:00:00 AM,13416
1175,2/24/2016 12:00:00 AM,13446
1176,2/23/2016 12:00:00 AM,13397
1177,2/22/2016 12:00:00 AM,13460
1178,2/19/2016 12:00:00 AM,13549
1179,2/18/2016 12:00:00 AM,13479
1180,2/17/2016 12:00:00 AM,13504
1181,2/16/2016 12:00:00 AM,13333
1182,2/15/2016 12:00:00 AM,13476
1183,2/12/2016 12:00:00 AM,13471
1184,2/11/2016 12:00:00 AM,13369
1185,2/10/2016 12:00:00 AM,13538
1186,2/9/2016 12:00:00 AM,13689
1187,2/5/2016 12:00:00 AM,13653
1188,2/4/2016 12:00:00 AM,13662
1189,2/3/2016 12:00:00 AM,13757
1190,2/2/2016 12:00:00 AM,13621
1191,2/1/2016 12:00:00 AM,13699
1192,1/29/2016 12:00:00 AM,13846
1193,1/28/2016 12:00:00 AM,13889
1194,1/27/2016 12:00:00 AM,13871
1195,1/26/2016 12:00:00 AM,13904
1196,1/25/2016 12:00:00 AM,13844
1197,1/22/2016 12:00:00 AM,13874
1198,1/21/2016 12:00:00 AM,13899
1199,1/20/2016 12:00:00 AM,13896
1200,1/19/2016 12:00:00 AM,13921
1201,1/18/2016 12:00:00 AM,13931
1202,1/15/2016 12:00:00 AM,13886
1203,1/14/2016 12:00:00 AM,13877
1204,1/13/2016 12:00:00 AM,13861
1205,1/12/2016 12:00:00 AM,13835
1206,1/11/2016 12:00:00 AM,13935
1207,1/8/2016 12:00:00 AM,13874
1208,1/7/2016 12:00:00 AM,13946
1209,1/6/2016 12:00:00 AM,13863
1210,1/5/2016 12:00:00 AM,13931
1211,1/4/2016 12:00:00 AM,13898
1212,12/31/2015 12:00:00 AM,13795
1213,12/30/2015 12:00:00 AM,13794
1214,12/29/2015 12:00:00 AM,13658
1215,12/28/2015 12:00:00 AM,13639
1216,12/23/2015 12:00:00 AM,13644
1217,12/22/2015 12:00:00 AM,13615
1218,12/21/2015 12:00:00 AM,13872
1219,12/18/2015 12:00:00 AM,14032
1220,12/17/2015 12:00:00 AM,14028
1221,12/16/2015 12:00:00 AM,14050
1222,12/15/2015 12:00:00 AM,14065
1223,12/14/2015 12:00:00 AM,14076
1224,12/11/2015 12:00:00 AM,13937
1225,12/10/2015 12:00:00 AM,13954
1226,12/8/2015 12:00:00 AM,13853
1227,12/7/2015 12:00:00 AM,13837
1228,12/4/2015 12:00:00 AM,13833
1229,12/3/2015 12:00:00 AM,13845
1230,12/2/2015 12:00:00 AM,13757
1231,12/1/2015 12:00:00 AM,13808
1232,11/30/2015 12:00:00 AM,13840
1233,11/27/2015 12:00:00 AM,13747
1234,11/26/2015 12:00:00 AM,13733
1235,11/25/2015 12:00:00 AM,13673
1236,11/24/2015 12:00:00 AM,13723
1237,11/23/2015 12:00:00 AM,13696
1238,11/20/2015 12:00:00 AM,13739
1239,11/19/2015 12:00:00 AM,13787
1240,11/18/2015 12:00:00 AM,13763
1241,11/17/2015 12:00:00 AM,13711
1242,11/16/2015 12:00:00 AM,13732
1243,11/13/2015 12:00:00 AM,13633
1244,11/12/2015 12:00:00 AM,13575
1245,11/11/2015 12:00:00 AM,13576
1246,11/10/2015 12:00:00 AM,13619
1247,11/9/2015 12:00:00 AM,13687
1248,11/6/2015 12:00:00 AM,13550
1249,11/5/2015 12:00:00 AM,13603
1250,11/4/2015 12:00:00 AM,13461
1251,11/3/2015 12:00:00 AM,13594
1252,11/2/2015 12:00:00 AM,13682
1253,10/30/2015 12:00:00 AM,13639
1254,10/29/2015 12:00:00 AM,13562
1255,10/28/2015 12:00:00 AM,13630
1256,10/27/2015 12:00:00 AM,13626
1257,10/26/2015 12:00:00 AM,13643
1258,10/23/2015 12:00:00 AM,13491
1259,10/22/2015 12:00:00 AM,13640
1260,10/21/2015 12:00:00 AM,13696
1261,10/20/2015 12:00:00 AM,13634
1262,10/19/2015 12:00:00 AM,13563
1263,10/16/2015 12:00:00 AM,13534
1264,10/15/2015 12:00:00 AM,13288
1265,10/13/2015 12:00:00 AM,13557
1266,10/12/2015 12:00:00 AM,13466
1267,10/9/2015 12:00:00 AM,13521
1268,10/8/2015 12:00:00 AM,13809
1269,10/7/2015 12:00:00 AM,14065
1270,10/6/2015 12:00:00 AM,14382
1271,10/5/2015 12:00:00 AM,14604
1272,10/2/2015 12:00:00 AM,14709
1273,10/1/2015 12:00:00 AM,14654
1274,9/30/2015 12:00:00 AM,14657
1275,9/29/2015 12:00:00 AM,14728
1276,9/28/2015 12:00:00 AM,14696
1277,9/25/2015 12:00:00 AM,14690
1278,9/23/2015 12:00:00 AM,14623
1279,9/22/2015 12:00:00 AM,14486
1280,9/21/2015 12:00:00 AM,14451
1281,9/18/2015 12:00:00 AM,14463
1282,9/17/2015 12:00:00 AM,14452
1283,9/16/2015 12:00:00 AM,14442
1284,9/15/2015 12:00:00 AM,14371
1285,9/14/2015 12:00:00 AM,14322
1286,9/11/2015 12:00:00 AM,14306
1287,9/10/2015 12:00:00 AM,14322
1288,9/9/2015 12:00:00 AM,14244
1289,9/8/2015 12:00:00 AM,14285
1290,9/7/2015 12:00:00 AM,14234
1291,9/4/2015 12:00:00 AM,14178
1292,9/3/2015 12:00:00 AM,14160
1293,9/2/2015 12:00:00 AM,14127
1294,9/1/2015 12:00:00 AM,14081
1295,8/31/2015 12:00:00 AM,14027
1296,8/28/2015 12:00:00 AM,14011
1297,8/27/2015 12:00:00 AM,14128
1298,8/26/2015 12:00:00 AM,14102
1299,8/25/2015 12:00:00 AM,14067
1300,8/24/2015 12:00:00 AM,13998
1301,8/21/2015 12:00:00 AM,13895
1302,8/20/2015 12:00:00 AM,13838
1303,8/19/2015 12:00:00 AM,13824
1304,8/18/2015 12:00:00 AM,13831
1305,8/14/2015 12:00:00 AM,13763
1306,8/13/2015 12:00:00 AM,13747
1307,8/12/2015 12:00:00 AM,13758
1308,8/11/2015 12:00:00 AM,13541
1309,8/10/2015 12:00:00 AM,13536
1310,8/7/2015 12:00:00 AM,13536
1311,8/6/2015 12:00:00 AM,13529
1312,8/5/2015 12:00:00 AM,13517
1313,8/4/2015 12:00:00 AM,13495
1314,8/3/2015 12:00:00 AM,13492
1315,7/31/2015 12:00:00 AM,13481
1316,7/30/2015 12:00:00 AM,13468
1317,7/29/2015 12:00:00 AM,13444
1318,7/28/2015 12:00:00 AM,13460
1319,7/27/2015 12:00:00 AM,13453
1320,7/24/2015 12:00:00 AM,13448
1321,7/23/2015 12:00:00 AM,13394
1322,7/22/2015 12:00:00 AM,13368
1323,7/15/2015 12:00:00 AM,13329
1324,7/14/2015 12:00:00 AM,13320
1325,7/13/2015 12:00:00 AM,13309
1326,7/10/2015 12:00:00 AM,13304
1327,7/9/2015 12:00:00 AM,13347
1328,7/8/2015 12:00:00 AM,13346
1329,7/7/2015 12:00:00 AM,13313
1330,7/6/2015 12:00:00 AM,13353
1331,7/3/2015 12:00:00 AM,13316
1332,7/2/2015 12:00:00 AM,13337
1333,7/1/2015 12:00:00 AM,13331
1334,6/30/2015 12:00:00 AM,13332
1335,6/29/2015 12:00:00 AM,13356
1336,6/26/2015 12:00:00 AM,13338
1337,6/25/2015 12:00:00 AM,13323
1338,6/24/2015 12:00:00 AM,13280
1339,6/23/2015 12:00:00 AM,13316
1340,6/22/2015 12:00:00 AM,13318
1341,6/19/2015 12:00:00 AM,13324
1342,6/18/2015 12:00:00 AM,13341
1343,6/17/2015 12:00:00 AM,13367
1344,6/16/2015 12:00:00 AM,13333
1345,6/15/2015 12:00:00 AM,13333
1346,6/12/2015 12:00:00 AM,13317
1347,6/11/2015 12:00:00 AM,13292
1348,6/10/2015 12:00:00 AM,13329
1349,6/9/2015 12:00:00 AM,13362
1350,6/8/2015 12:00:00 AM,13360
1351,6/5/2015 12:00:00 AM,13288
1352,6/4/2015 12:00:00 AM,13243
1353,6/3/2015 12:00:00 AM,13196
1354,6/1/2015 12:00:00 AM,13230
1355,5/29/2015 12:00:00 AM,13211
1356,5/28/2015 12:00:00 AM,13205
1357,5/27/2015 12:00:00 AM,13229
1358,5/26/2015 12:00:00 AM,13192
1359,5/25/2015 12:00:00 AM,13186
1360,5/22/2015 12:00:00 AM,13136
1361,5/21/2015 12:00:00 AM,13150
1362,5/20/2015 12:00:00 AM,13169
1363,5/19/2015 12:00:00 AM,13183
1364,5/18/2015 12:00:00 AM,13116
1365,5/15/2015 12:00:00 AM,13090
1366,5/13/2015 12:00:00 AM,13188
1367,5/12/2015 12:00:00 AM,13203
1368,5/11/2015 12:00:00 AM,13116
1369,5/8/2015 12:00:00 AM,13177
1370,5/7/2015 12:00:00 AM,13065
1371,5/6/2015 12:00:00 AM,13040
1372,5/5/2015 12:00:00 AM,12993
1373,5/4/2015 12:00:00 AM,13021
1374,4/30/2015 12:00:00 AM,12937
1375,4/29/2015 12:00:00 AM,12964
1376,4/28/2015 12:00:00 AM,12978
1377,4/27/2015 12:00:00 AM,12922
1378,4/24/2015 12:00:00 AM,12941
1379,4/23/2015 12:00:00 AM,12939
1380,4/22/2015 12:00:00 AM,12952
1381,4/21/2015 12:00:00 AM,12942
1382,4/20/2015 12:00:00 AM,12875
1383,4/17/2015 12:00:00 AM,12863
1384,4/16/2015 12:00:00 AM,12838
1385,4/15/2015 12:00:00 AM,12976
1386,4/14/2015 12:00:00 AM,12979
1387,4/13/2015 12:00:00 AM,12945
1388,4/10/2015 12:00:00 AM,12910
1389,4/9/2015 12:00:00 AM,12973
1390,4/8/2015 12:00:00 AM,13002
1391,4/7/2015 12:00:00 AM,12982
1392,4/6/2015 12:00:00 AM,12942
1393,4/2/2015 12:00:00 AM,13000
1394,4/1/2015 12:00:00 AM,13043
1395,3/31/2015 12:00:00 AM,13084
1396,3/30/2015 12:00:00 AM,13086
1397,3/27/2015 12:00:00 AM,13064
1398,3/26/2015 12:00:00 AM,13003
1399,3/25/2015 12:00:00 AM,12932
1400,3/24/2015 12:00:00 AM,12972
1401,3/23/2015 12:00:00 AM,13076
1402,3/20/2015 12:00:00 AM,13075
1403,3/19/2015 12:00:00 AM,13008
1404,3/18/2015 12:00:00 AM,13164
1405,3/17/2015 12:00:00 AM,13209
1406,3/16/2015 12:00:00 AM,13237
1407,3/13/2015 12:00:00 AM,13191
1408,3/12/2015 12:00:00 AM,13176
1409,3/11/2015 12:00:00 AM,13164
1410,3/10/2015 12:00:00 AM,13059
1411,3/9/2015 12:00:00 AM,13047
1412,3/6/2015 12:00:00 AM,12983
1413,3/5/2015 12:00:00 AM,13022
1414,3/4/2015 12:00:00 AM,12963
1415,3/3/2015 12:00:00 AM,12962
1416,3/2/2015 12:00:00 AM,12993
1417,2/27/2015 12:00:00 AM,12863
1418,2/26/2015 12:00:00 AM,12862
1419,2/25/2015 12:00:00 AM,12887
1420,2/24/2015 12:00:00 AM,12866
1421,2/23/2015 12:00:00 AM,12813
1422,2/20/2015 12:00:00 AM,12849
1423,2/18/2015 12:00:00 AM,12804
1424,2/17/2015 12:00:00 AM,12757
1425,2/16/2015 12:00:00 AM,12742
1426,2/13/2015 12:00:00 AM,12769
1427,2/12/2015 12:00:00 AM,12794
1428,2/11/2015 12:00:00 AM,12700
1429,2/10/2015 12:00:00 AM,12644
1430,2/9/2015 12:00:00 AM,12679
1431,2/6/2015 12:00:00 AM,12613
1432,2/5/2015 12:00:00 AM,12653
1433,2/4/2015 12:00:00 AM,12609
1434,2/3/2015 12:00:00 AM,12643
1435,2/2/2015 12:00:00 AM,12700
1436,1/30/2015 12:00:00 AM,12625
1437,1/29/2015 12:00:00 AM,12515
1438,1/28/2015 12:00:00 AM,12498
1439,1/27/2015 12:00:00 AM,12493
1440,1/26/2015 12:00:00 AM,12517
1441,1/23/2015 12:00:00 AM,12444
1442,1/22/2015 12:00:00 AM,12451
1443,1/21/2015 12:00:00 AM,12557
1444,1/20/2015 12:00:00 AM,12659
1445,1/19/2015 12:00:00 AM,12612
1446,1/16/2015 12:00:00 AM,12593
1447,1/15/2015 12:00:00 AM,12617
1448,1/14/2015 12:00:00 AM,12580
1449,1/13/2015 12:00:00 AM,12608
1450,1/12/2015 12:00:00 AM,12568
1451,1/9/2015 12:00:00 AM,12640
1452,1/8/2015 12:00:00 AM,12731
1453,1/7/2015 12:00:00 AM,12732
1454,1/6/2015 12:00:00 AM,12658
1455,1/5/2015 12:00:00 AM,12589
1456,1/2/2015 12:00:00 AM,12474
1457,12/31/2014 12:00:00 AM,12440
1458,12/30/2014 12:00:00 AM,12436
1459,12/29/2014 12:00:00 AM,12434
1460,12/24/2014 12:00:00 AM,12467
1461,12/23/2014 12:00:00 AM,12456
1462,12/22/2014 12:00:00 AM,12435
1463,12/19/2014 12:00:00 AM,12500
1464,12/18/2014 12:00:00 AM,12565
1465,12/17/2014 12:00:00 AM,12720
1466,12/16/2014 12:00:00 AM,12900
1467,12/15/2014 12:00:00 AM,12599
1468,12/12/2014 12:00:00 AM,12432
1469,12/11/2014 12:00:00 AM,12336
1470,12/10/2014 12:00:00 AM,12336
1471,12/9/2014 12:00:00 AM,12347
1472,12/8/2014 12:00:00 AM,12352
1473,12/5/2014 12:00:00 AM,12296
1474,12/4/2014 12:00:00 AM,12318
1475,12/3/2014 12:00:00 AM,12295
1476,12/2/2014 12:00:00 AM,12276
1477,12/1/2014 12:00:00 AM,12264
1478,11/28/2014 12:00:00 AM,12196
1479,11/27/2014 12:00:00 AM,12179
1480,11/26/2014 12:00:00 AM,12160
1481,11/25/2014 12:00:00 AM,12166
1482,11/24/2014 12:00:00 AM,12122
1483,11/21/2014 12:00:00 AM,12161
1484,11/20/2014 12:00:00 AM,12161
1485,11/19/2014 12:00:00 AM,12124
1486,11/18/2014 12:00:00 AM,12146
1487,11/17/2014 12:00:00 AM,12193
1488,11/14/2014 12:00:00 AM,12206
1489,11/13/2014 12:00:00 AM,12191
1490,11/12/2014 12:00:00 AM,12205
1491,11/11/2014 12:00:00 AM,12163
1492,11/10/2014 12:00:00 AM,12138
1493,11/7/2014 12:00:00 AM,12149
1494,11/6/2014 12:00:00 AM,12179
1495,11/5/2014 12:00:00 AM,12092
1496,11/4/2014 12:00:00 AM,12130
1497,11/3/2014 12:00:00 AM,12105
1498,10/31/2014 12:00:00 AM,12082
1499,10/30/2014 12:00:00 AM,12165
1500,10/29/2014 12:00:00 AM,12163
1501,10/28/2014 12:00:00 AM,12158
1502,10/27/2014 12:00:00 AM,12042
1503,10/24/2014 12:00:00 AM,12065
1504,10/23/2014 12:00:00 AM,12034
1505,10/22/2014 12:00:00 AM,12026
1506,10/21/2014 12:00:00 AM,11993
1507,10/20/2014 12:00:00 AM,12041
1508,10/17/2014 12:00:00 AM,12222
1509,10/16/2014 12:00:00 AM,12207
1510,10/15/2014 12:00:00 AM,12229
1511,10/14/2014 12:00:00 AM,12195
1512,10/13/2014 12:00:00 AM,12202
1513,10/10/2014 12:00:00 AM,12207
1514,10/9/2014 12:00:00 AM,12190
1515,10/8/2014 12:00:00 AM,12241
1516,10/7/2014 12:00:00 AM,12190
1517,10/6/2014 12:00:00 AM,12212
1518,10/3/2014 12:00:00 AM,12144
1519,10/2/2014 12:00:00 AM,12136
1520,10/1/2014 12:00:00 AM,12188
1521,9/30/2014 12:00:00 AM,12212
1522,9/29/2014 12:00:00 AM,12120
1523,9/26/2014 12:00:00 AM,12007
1524,9/25/2014 12:00:00 AM,11947
1525,9/24/2014 12:00:00 AM,11976
1526,9/23/2014 12:00:00 AM,11987
1527,9/22/2014 12:00:00 AM,11972
1528,9/19/2014 12:00:00 AM,11985
1529,9/18/2014 12:00:00 AM,12030
1530,9/17/2014 12:00:00 AM,11908
1531,9/16/2014 12:00:00 AM,11903
1532,9/15/2014 12:00:00 AM,11875
1533,9/12/2014 12:00:00 AM,11831
1534,9/11/2014 12:00:00 AM,11831
1535,9/10/2014 12:00:00 AM,11782
1536,9/9/2014 12:00:00 AM,11754
1537,9/8/2014 12:00:00 AM,11722
1538,9/5/2014 12:00:00 AM,11770
1539,9/4/2014 12:00:00 AM,11760
1540,9/3/2014 12:00:00 AM,11781
1541,9/2/2014 12:00:00 AM,11734
1542,9/1/2014 12:00:00 AM,11710
1543,8/29/2014 12:00:00 AM,11717
1544,8/28/2014 12:00:00 AM,11682
1545,8/27/2014 12:00:00 AM,11708
1546,8/26/2014 12:00:00 AM,11715
1547,8/25/2014 12:00:00 AM,11714
1548,8/22/2014 12:00:00 AM,11654
1549,8/21/2014 12:00:00 AM,11717
1550,8/20/2014 12:00:00 AM,11707
1551,8/19/2014 12:00:00 AM,11682
1552,8/18/2014 12:00:00 AM,11681
1553,8/15/2014 12:00:00 AM,11693
1554,8/14/2014 12:00:00 AM,11667
1555,8/13/2014 12:00:00 AM,11683
1556,8/12/2014 12:00:00 AM,11677
1557,8/11/2014 12:00:00 AM,11728
1558,8/8/2014 12:00:00 AM,11822
1559,8/7/2014 12:00:00 AM,11766
1560,8/6/2014 12:00:00 AM,11756
1561,8/5/2014 12:00:00 AM,11733
1562,8/4/2014 12:00:00 AM,11747
1563,7/25/2014 12:00:00 AM,11591
1564,7/24/2014 12:00:00 AM,11531
1565,7/23/2014 12:00:00 AM,11498
1566,7/22/2014 12:00:00 AM,11531
1567,7/21/2014 12:00:00 AM,11577
1568,7/18/2014 12:00:00 AM,11706
1569,7/17/2014 12:00:00 AM,11668
1570,7/16/2014 12:00:00 AM,11805
1571,7/15/2014 12:00:00 AM,11709
1572,7/14/2014 12:00:00 AM,11627
1573,7/11/2014 12:00:00 AM,11627
1574,7/10/2014 12:00:00 AM,11549
1575,7/8/2014 12:00:00 AM,11695
1576,7/7/2014 12:00:00 AM,11787
1577,7/4/2014 12:00:00 AM,11887
1578,7/3/2014 12:00:00 AM,11963
1579,7/2/2014 12:00:00 AM,11854
1580,7/1/2014 12:00:00 AM,11798
1581,6/30/2014 12:00:00 AM,11969
1582,6/27/2014 12:00:00 AM,12103
1583,6/26/2014 12:00:00 AM,12091
1584,6/25/2014 12:00:00 AM,12027
1585,6/24/2014 12:00:00 AM,12000
1586,6/23/2014 12:00:00 AM,11971
1587,6/20/2014 12:00:00 AM,11967
1588,6/19/2014 12:00:00 AM,11916
1589,6/18/2014 12:00:00 AM,11978
1590,6/17/2014 12:00:00 AM,11863
1591,6/16/2014 12:00:00 AM,11814
1592,6/13/2014 12:00:00 AM,11781
1593,6/12/2014 12:00:00 AM,11813
1594,6/11/2014 12:00:00 AM,11803
1595,6/10/2014 12:00:00 AM,11806
1596,6/9/2014 12:00:00 AM,11790
1597,6/6/2014 12:00:00 AM,11823
1598,6/5/2014 12:00:00 AM,11874
1599,6/4/2014 12:00:00 AM,11810
1600,6/3/2014 12:00:00 AM,11806
1601,6/2/2014 12:00:00 AM,11740
1602,5/30/2014 12:00:00 AM,11611
1603,5/28/2014 12:00:00 AM,11613
1604,5/26/2014 12:00:00 AM,11633
1605,5/23/2014 12:00:00 AM,11560
1606,5/22/2014 12:00:00 AM,11515
1607,5/21/2014 12:00:00 AM,11507
1608,5/20/2014 12:00:00 AM,11441
1609,5/19/2014 12:00:00 AM,11351
1610,5/16/2014 12:00:00 AM,11415
1611,5/14/2014 12:00:00 AM,11487
1612,5/13/2014 12:00:00 AM,11525
1613,5/12/2014 12:00:00 AM,11536
1614,5/9/2014 12:00:00 AM,11563
1615,5/8/2014 12:00:00 AM,11624
1616,5/7/2014 12:00:00 AM,11527
1617,5/6/2014 12:00:00 AM,11511
1618,5/5/2014 12:00:00 AM,11511
1619,5/2/2014 12:00:00 AM,11537
1620,4/30/2014 12:00:00 AM,11532
1621,4/29/2014 12:00:00 AM,11589
1622,4/28/2014 12:00:00 AM,11568
1623,4/25/2014 12:00:00 AM,11601
1624,4/24/2014 12:00:00 AM,11608
1625,4/23/2014 12:00:00 AM,11590
1626,4/22/2014 12:00:00 AM,11486
1627,4/21/2014 12:00:00 AM,11430
1628,4/17/2014 12:00:00 AM,11418
1629,4/16/2014 12:00:00 AM,11438
1630,4/15/2014 12:00:00 AM,11434
1631,4/14/2014 12:00:00 AM,11444
1632,4/11/2014 12:00:00 AM,11450
1633,4/10/2014 12:00:00 AM,11342
1634,4/8/2014 12:00:00 AM,11309
1635,4/7/2014 12:00:00 AM,11282
1636,4/4/2014 12:00:00 AM,11310
1637,4/3/2014 12:00:00 AM,11310
1638,4/2/2014 12:00:00 AM,11303
1639,4/1/2014 12:00:00 AM,11271
1640,3/28/2014 12:00:00 AM,11404
1641,3/27/2014 12:00:00 AM,11438
1642,3/26/2014 12:00:00 AM,11408
1643,3/25/2014 12:00:00 AM,11357
1644,3/24/2014 12:00:00 AM,11384
1645,3/21/2014 12:00:00 AM,11431
1646,3/20/2014 12:00:00 AM,11407
1647,3/19/2014 12:00:00 AM,11313
1648,3/18/2014 12:00:00 AM,11282
1649,3/17/2014 12:00:00 AM,11272
1650,3/14/2014 12:00:00 AM,11421
1651,3/13/2014 12:00:00 AM,11387
1652,3/12/2014 12:00:00 AM,11432
1653,3/11/2014 12:00:00 AM,11384
1654,3/10/2014 12:00:00 AM,11449
1655,3/7/2014 12:00:00 AM,11395
1656,3/6/2014 12:00:00 AM,11554
1657,3/5/2014 12:00:00 AM,11580
1658,3/4/2014 12:00:00 AM,11647
1659,3/3/2014 12:00:00 AM,11596
1660,2/28/2014 12:00:00 AM,11634
1661,2/27/2014 12:00:00 AM,11675
1662,2/26/2014 12:00:00 AM,11669
1663,2/25/2014 12:00:00 AM,11620
1664,2/24/2014 12:00:00 AM,11728
1665,2/21/2014 12:00:00 AM,11792
1666,2/20/2014 12:00:00 AM,11772
1667,2/19/2014 12:00:00 AM,11850
1668,2/18/2014 12:00:00 AM,11826
1669,2/17/2014 12:00:00 AM,11716
1670,2/14/2014 12:00:00 AM,11886
1671,2/13/2014 12:00:00 AM,12073
1672,2/12/2014 12:00:00 AM,12115
1673,2/11/2014 12:00:00 AM,12174
1674,2/10/2014 12:00:00 AM,12166
1675,2/7/2014 12:00:00 AM,12176
1676,2/6/2014 12:00:00 AM,12159
1677,2/5/2014 12:00:00 AM,12172
1678,2/4/2014 12:00:00 AM,12248
1679,2/3/2014 12:00:00 AM,12251
1680,1/30/2014 12:00:00 AM,12226
1681,1/29/2014 12:00:00 AM,12154
1682,1/28/2014 12:00:00 AM,12267
1683,1/27/2014 12:00:00 AM,12198
1684,1/24/2014 12:00:00 AM,12177
1685,1/23/2014 12:00:00 AM,12173
1686,1/22/2014 12:00:00 AM,12149
1687,1/21/2014 12:00:00 AM,12122
1688,1/20/2014 12:00:00 AM,12110
1689,1/17/2014 12:00:00 AM,12127
1690,1/16/2014 12:00:00 AM,12117
1691,1/15/2014 12:00:00 AM,12077
1692,1/13/2014 12:00:00 AM,12047
1693,1/10/2014 12:00:00 AM,12197
1694,1/9/2014 12:00:00 AM,12263
1695,1/8/2014 12:00:00 AM,12229
1696,1/7/2014 12:00:00 AM,12262
1697,1/6/2014 12:00:00 AM,12230
1698,1/3/2014 12:00:00 AM,12226
1699,1/2/2014 12:00:00 AM,12242
1700,12/31/2013 12:00:00 AM,12189
1701,12/30/2013 12:00:00 AM,12270
1702,12/27/2013 12:00:00 AM,12260
1703,12/24/2013 12:00:00 AM,12215
1704,12/23/2013 12:00:00 AM,12246
1705,12/20/2013 12:00:00 AM,12245
1706,12/19/2013 12:00:00 AM,12191
1707,12/18/2013 12:00:00 AM,12151
1708,12/17/2013 12:00:00 AM,12104
1709,12/16/2013 12:00:00 AM,12105
1710,12/13/2013 12:00:00 AM,12081
1711,12/12/2013 12:00:00 AM,12025
1712,12/11/2013 12:00:00 AM,12005
1713,12/10/2013 12:00:00 AM,11985
1714,12/9/2013 12:00:00 AM,11956
1715,12/6/2013 12:00:00 AM,11960
1716,12/5/2013 12:00:00 AM,12018
1717,12/4/2013 12:00:00 AM,11960
1718,12/3/2013 12:00:00 AM,11830
1719,12/2/2013 12:00:00 AM,11946
1720,11/29/2013 12:00:00 AM,11977
1721,11/28/2013 12:00:00 AM,11930
1722,11/27/2013 12:00:00 AM,11813
1723,11/26/2013 12:00:00 AM,11765
1724,11/25/2013 12:00:00 AM,11722
1725,11/22/2013 12:00:00 AM,11706
1726,11/21/2013 12:00:00 AM,11717
1727,11/20/2013 12:00:00 AM,11631
1728,11/19/2013 12:00:00 AM,11609
1729,11/18/2013 12:00:00 AM,11627
1730,11/15/2013 12:00:00 AM,11561
1731,11/14/2013 12:00:00 AM,11546
1732,11/13/2013 12:00:00 AM,11644
1733,11/12/2013 12:00:00 AM,11578
1734,11/11/2013 12:00:00 AM,11486
1735,11/8/2013 12:00:00 AM,11404
1736,11/7/2013 12:00:00 AM,11389
1737,11/6/2013 12:00:00 AM,11414
1738,11/4/2013 12:00:00 AM,11389
1739,11/1/2013 12:00:00 AM,11354
1740,10/31/2013 12:00:00 AM,11234
1741,10/30/2013 12:00:00 AM,11161
1742,10/29/2013 12:00:00 AM,11076
1743,10/28/2013 12:00:00 AM,11018
1744,10/25/2013 12:00:00 AM,11142
1745,10/24/2013 12:00:00 AM,11268
1746,10/23/2013 12:00:00 AM,11258
1747,10/22/2013 12:00:00 AM,11341
1748,10/21/2013 12:00:00 AM,11353
1749,10/18/2013 12:00:00 AM,11308
1750,10/17/2013 12:00:00 AM,11351
1751,10/16/2013 12:00:00 AM,11316
1752,10/11/2013 12:00:00 AM,11475
