Open,High,Low,PER,PBV,ROE,Close
1285.0,1345.0,1190.0,36.99,0.6,0.07,4437.498992681503
1285.0,1345.0,1190.0,36.99,0.6,0.07,4400.177483558655
1285.0,1345.0,1190.0,36.99,0.6,0.07,4321.625119447708
1285.0,1345.0,1190.0,36.99,0.6,0.07,4348.153142929077
1285.0,1345.0,1190.0,36.99,0.6,0.07,4448.445730209351
1285.0,1345.0,1190.0,36.99,0.6,0.07,4525.059071779251
1285.0,1345.0,1190.0,36.99,0.6,0.07,4556.9988787174225
1285.0,1345.0,1190.0,36.99,0.6,0.07,4561.186679601669
1285.0,1345.0,1190.0,36.99,0.6,0.07,4553.6765241622925
1285.0,1345.0,1190.0,36.99,0.6,0.07,4550.161080360413
1285.0,1345.0,1190.0,36.99,0.6,0.07,4542.938729524612
1285.0,1345.0,1190.0,36.99,0.6,0.07,4521.328181028366
1285.0,1345.0,1190.0,36.99,0.6,0.07,4554.313515424728
1285.0,1345.0,1190.0,36.99,0.6,0.07,4570.4903292655945
1285.0,1345.0,1190.0,36.99,0.6,0.07,4528.274922370911
1285.0,1345.0,1190.0,36.99,0.6,0.07,4618.422803878784
1285.0,1345.0,1190.0,36.99,0.6,0.07,4782.9970371723175
1285.0,1345.0,1190.0,36.99,0.6,0.07,4840.17950296402
1285.0,1345.0,1190.0,36.99,0.6,0.07,4924.2005610466
1285.0,1345.0,1190.0,36.99,0.6,0.07,4987.514321804047
1285.0,1345.0,1190.0,36.99,0.6,0.07,5039.333378076553
1285.0,1345.0,1190.0,36.99,0.6,0.07,5139.641819000244
1285.0,1345.0,1190.0,36.99,0.6,0.07,5223.868161439896
1285.0,1345.0,1190.0,36.99,0.6,0.07,5159.149930477142
1285.0,1345.0,1190.0,36.99,0.6,0.07,5341.476992368698
1285.0,1345.0,1190.0,36.99,0.6,0.07,5372.056231498718
1285.0,1345.0,1190.0,36.99,0.6,0.07,5327.1457052230835
1285.0,1345.0,1190.0,36.99,0.6,0.07,5320.984328985214
1285.0,1345.0,1190.0,36.99,0.6,0.07,5242.930338382721
1285.0,1345.0,1190.0,36.99,0.6,0.07,5050.408164262772
1285.0,1345.0,1190.0,36.99,0.6,0.07,5088.834956884384
1285.0,1345.0,1190.0,36.99,0.6,0.07,5212.619391679764
