OpenV,HighV,LowV,Close
9.68,10.06,9.39,4359.298631370068
9.68,10.06,9.39,4210.939817667007
9.68,10.06,9.39,4198.02278894186
9.68,10.06,9.39,4104.58458173275
9.68,10.06,9.39,4122.54730951786
9.68,10.06,9.39,4184.185840547085
9.68,10.06,9.39,4193.826898694038
9.68,10.06,9.39,4073.6904769539833
9.68,10.06,9.39,4161.652210950851
9.68,10.06,9.39,4339.563566327095
9.68,10.06,9.39,4433.417547225952
9.68,10.06,9.39,4437.279188036919
9.68,10.06,9.39,4253.982666611671
9.68,10.06,9.39,4273.197280824184
9.68,10.06,9.39,4320.67537522316
9.68,10.06,9.39,4393.5750143527985
9.68,10.06,9.39,4484.854133248329
9.68,10.06,9.39,4566.66372102499
9.68,10.06,9.39,4677.538661539555
9.68,10.06,9.39,4809.820892572403
9.68,10.06,9.39,4881.791807413101
9.68,10.06,9.39,4800.942901432514
9.68,10.06,9.39,4824.692872881889
9.68,10.06,9.39,4787.667492091656
9.68,10.06,9.39,4971.683057427406
9.68,10.06,9.39,5197.624589443207
9.68,10.06,9.39,5489.009226322174
9.68,10.06,9.39,5788.910212755203
9.68,10.06,9.39,5847.601805090904
9.68,10.06,9.39,5867.900691866875
9.68,10.06,9.39,5773.227555274963
9.68,10.06,9.39,5741.796368718147
9.68,10.06,9.39,5754.184141993523
9.68,10.06,9.39,5684.120242476463
9.68,10.06,9.39,5592.07023024559
9.68,10.06,9.39,5607.34070110321
9.68,10.06,9.39,5704.485653042793
9.68,10.06,9.39,5706.5074545145035
9.68,10.06,9.39,5902.488497495651
9.68,10.06,9.39,5817.835017681122
9.68,10.06,9.39,5633.758472204208
9.68,10.06,9.39,5662.515663266182
9.68,10.06,9.39,5648.859372615814
9.68,10.06,9.39,5605.562168002129
9.68,10.06,9.39,5582.660374879837
9.68,10.06,9.39,5490.281004667282
9.68,10.06,9.39,5515.92005610466
9.68,10.06,9.39,5517.015089869499
9.68,10.06,9.39,5545.608580231667
9.68,10.06,9.39,5626.143454790115
9.68,10.06,9.39,5870.496424078941
9.68,10.06,9.39,6190.494769334793
9.68,10.06,9.39,6390.823337674141
9.68,10.06,9.39,6291.683324217796
9.68,10.06,9.39,6147.209304213524
9.68,10.06,9.39,5982.080951690674
9.68,10.06,9.39,6060.846423864365
9.68,10.06,9.39,6201.159446001053
9.68,10.06,9.39,6241.4669932127
9.68,10.06,9.39,6149.344587445259
9.68,10.06,9.39,6102.499447345734
9.68,10.06,9.39,6013.684317469597
9.68,10.06,9.39,5937.8732842206955
9.68,10.06,9.39,5954.799023509026
9.68,10.06,9.39,5957.218011140823
9.68,10.06,9.39,6022.154361248016
9.68,10.06,9.39,6034.281909108162
9.68,10.06,9.39,6137.964453935623
9.68,10.06,9.39,6167.696022868156
9.68,10.06,9.39,6101.756598353386
9.68,10.06,9.39,6042.397811532021
9.68,10.06,9.39,5978.006695628166
9.68,10.06,9.39,6174.464492440224
9.68,10.06,9.39,6158.727702856064
9.68,10.06,9.39,6158.063769340515
9.68,10.06,9.39,6170.339365243912
9.68,10.06,9.39,6161.808015227318
9.68,10.06,9.39,6130.378133058548
9.68,10.06,9.39,6124.000327706337
9.68,10.06,9.39,6167.560366511345
9.68,10.06,9.39,6222.495321273804
9.68,10.06,9.39,6202.60796892643
9.68,10.06,9.39,6080.131148934364
9.68,10.06,9.39,6017.671831727028
9.68,10.06,9.39,6029.574372649193
9.68,10.06,9.39,6057.0754380226135
9.68,10.06,9.39,6119.982812523842
9.68,10.06,9.39,6156.942647814751
9.68,10.06,9.39,6189.588219642639
9.68,10.06,9.39,6185.246564030647
9.68,10.06,9.39,6099.9454555511475
9.68,10.06,9.39,6033.245572805405
9.68,10.06,9.39,6056.859561800957
9.68,10.06,9.39,6120.979364991188
9.68,10.06,9.39,6033.352532625198
9.68,10.06,9.39,5802.646071076393
9.68,10.06,9.39,5785.0277017354965
9.68,10.06,9.39,5998.721682190895
9.68,10.06,9.39,6098.601283669472
9.68,10.06,9.39,5997.29859483242
9.68,10.06,9.39,6045.09398162365
9.68,10.06,9.39,6142.390242576599
9.68,10.06,9.39,6229.109220862389
9.68,10.06,9.39,6102.909025192261
9.68,10.06,9.39,5989.524442076683
9.68,10.06,9.39,5981.214185833931
9.68,10.06,9.39,5934.013599991798
9.68,10.06,9.39,5922.703903436661
9.68,10.06,9.39,5798.790300011635
9.68,10.06,9.39,5720.888984918594
9.68,10.06,9.39,5692.277885317802
9.68,10.06,9.39,5742.524869441986
9.68,10.06,9.39,5691.889829874039
9.68,10.06,9.39,5728.879666090012
9.68,10.06,9.39,5788.939561486244
9.68,10.06,9.39,5904.134635210037
9.68,10.06,9.39,5898.472286701202
9.68,10.06,9.39,5901.006712675095
9.68,10.06,9.39,5939.497247338295
9.68,10.06,9.39,5936.986952543259
9.68,10.06,9.39,5926.663373351097
9.68,10.06,9.39,5912.02031314373
9.68,10.06,9.39,6000.821746945381
9.68,10.06,9.39,6039.772730588913
9.68,10.06,9.39,6023.142435193062
9.68,10.06,9.39,5996.871407747269
9.68,10.06,9.39,5986.5400022268295
9.68,10.06,9.39,5988.3635367155075
9.68,10.06,9.39,5953.296368479729
9.68,10.06,9.39,5960.5259392261505
9.68,10.06,9.39,5906.8268921375275
9.68,10.06,9.39,5912.53032886982
9.68,10.06,9.39,5923.291530251503
9.68,10.06,9.39,6263.311579823494
9.68,10.06,9.39,6348.328983902931
9.68,10.06,9.39,6472.217803955078
9.68,10.06,9.39,6655.687156796455
9.68,10.06,9.39,6650.206118226051
9.68,10.06,9.39,6675.935824632645
9.68,10.06,9.39,6641.435413002968
9.68,10.06,9.39,6658.9898673295975
9.68,10.06,9.39,6534.472984433174
9.68,10.06,9.39,6403.590035676956
9.68,10.06,9.39,6372.306244969368
9.68,10.06,9.39,6420.069022059441
9.68,10.06,9.39,6427.361203432083
9.68,10.06,9.39,6462.349456191063
9.68,10.06,9.39,6418.4665813446045
9.68,10.06,9.39,6369.340066552162
9.68,10.06,9.39,6194.1685782670975
9.68,10.06,9.39,6114.56894993782
9.68,10.06,9.39,6286.3366376161575
9.68,10.06,9.39,6305.513098478317
9.68,10.06,9.39,6254.0778168439865
9.68,10.06,9.39,6262.046323418617
9.68,10.06,9.39,6252.0273188352585
9.68,10.06,9.39,6267.360400319099
9.68,10.06,9.39,6284.123091101646
9.68,10.06,9.39,6413.125112295151
9.68,10.06,9.39,6663.924367308617
9.68,10.06,9.39,6812.756347775459
9.68,10.06,9.39,6853.569345355034
9.68,10.06,9.39,6748.5354545116425
9.68,10.06,9.39,6697.048649549484
9.68,10.06,9.39,6751.126621365547
9.68,10.06,9.39,6597.039261460304
9.68,10.06,9.39,6596.625118255615
