Open,High,Low,PER,PBV,ROE,Close
1610.0,1675.0,1595.0,11.07,1.9,4.55,2437.3847609758377
1610.0,1675.0,1595.0,11.07,1.9,4.55,2503.59283298254
1610.0,1675.0,1595.0,11.07,1.9,4.55,2616.280940771103
1610.0,1675.0,1595.0,11.07,1.9,4.55,2757.86259829998
1610.0,1675.0,1595.0,11.07,1.9,4.55,2892.4192702770233
1610.0,1675.0,1595.0,11.07,1.9,4.55,2903.4342712163925
1610.0,1675.0,1595.0,11.07,1.9,4.55,2887.166521549225
1610.0,1675.0,1595.0,11.07,1.9,4.55,2928.7188744544983
1610.0,1675.0,1595.0,11.07,1.9,4.55,2998.2090747356415
1610.0,1675.0,1595.0,11.07,1.9,4.55,2957.376364469528
1610.0,1675.0,1595.0,11.07,1.9,4.55,2852.817896604538
1610.0,1675.0,1595.0,11.07,1.9,4.55,2802.816460132599
1610.0,1675.0,1595.0,11.07,1.9,4.55,2775.553058683872
1610.0,1675.0,1595.0,11.07,1.9,4.55,2819.677316248417
1610.0,1675.0,1595.0,11.07,1.9,4.55,2867.0628196001053
1610.0,1675.0,1595.0,11.07,1.9,4.55,2886.204174757004
1610.0,1675.0,1595.0,11.07,1.9,4.55,2852.3786342144012
1610.0,1675.0,1595.0,11.07,1.9,4.55,2854.017106294632
1610.0,1675.0,1595.0,11.07,1.9,4.55,2844.1449469327927
1610.0,1675.0,1595.0,11.07,1.9,4.55,2837.186259627342
1610.0,1675.0,1595.0,11.07,1.9,4.55,2863.3869177103043
1610.0,1675.0,1595.0,11.07,1.9,4.55,2856.633404493332
1610.0,1675.0,1595.0,11.07,1.9,4.55,2847.6517444849014
1610.0,1675.0,1595.0,11.07,1.9,4.55,2838.2521426677704
1610.0,1675.0,1595.0,11.07,1.9,4.55,2849.3030673265457
1610.0,1675.0,1595.0,11.07,1.9,4.55,2848.665494322777
1610.0,1675.0,1595.0,11.07,1.9,4.55,2856.5441793203354
1610.0,1675.0,1595.0,11.07,1.9,4.55,2852.051012814045
1610.0,1675.0,1595.0,11.07,1.9,4.55,2859.8363107442856
1610.0,1675.0,1595.0,11.07,1.9,4.55,2881.8324333429337
1610.0,1675.0,1595.0,11.07,1.9,4.55,2920.153988003731
1610.0,1675.0,1595.0,11.07,1.9,4.55,2932.1078246831894
1610.0,1675.0,1595.0,11.07,1.9,4.55,2918.850511908531
1610.0,1675.0,1595.0,11.07,1.9,4.55,2940.1040649414062
1610.0,1675.0,1595.0,11.07,1.9,4.55,2953.6895102262497
1610.0,1675.0,1595.0,11.07,1.9,4.55,2939.6128153800964
1610.0,1675.0,1595.0,11.07,1.9,4.55,2912.3870170116425
1610.0,1675.0,1595.0,11.07,1.9,4.55,2900.2411490678787
1610.0,1675.0,1595.0,11.07,1.9,4.55,2895.0446224212646
1610.0,1675.0,1595.0,11.07,1.9,4.55,2913.085047006607
1610.0,1675.0,1595.0,11.07,1.9,4.55,2921.641025543213
1610.0,1675.0,1595.0,11.07,1.9,4.55,2915.4745584726334
1610.0,1675.0,1595.0,11.07,1.9,4.55,2914.257971048355
1610.0,1675.0,1595.0,11.07,1.9,4.55,2923.6599093675613
1610.0,1675.0,1595.0,11.07,1.9,4.55,2933.40604364872
1610.0,1675.0,1595.0,11.07,1.9,4.55,2926.1497443914413
1610.0,1675.0,1595.0,11.07,1.9,4.55,2915.4415553808212
1610.0,1675.0,1595.0,11.07,1.9,4.55,2887.845421433449
1610.0,1675.0,1595.0,11.07,1.9,4.55,2875.561553835869
1610.0,1675.0,1595.0,11.07,1.9,4.55,2902.217829823494
1610.0,1675.0,1595.0,11.07,1.9,4.55,2912.819123864174
1610.0,1675.0,1595.0,11.07,1.9,4.55,2924.130422472954
1610.0,1675.0,1595.0,11.07,1.9,4.55,2958.97540807724
1610.0,1675.0,1595.0,11.07,1.9,4.55,3023.3689671754837
1610.0,1675.0,1595.0,11.07,1.9,4.55,3094.0685993433
1610.0,1675.0,1595.0,11.07,1.9,4.55,3136.3838201761246
1610.0,1675.0,1595.0,11.07,1.9,4.55,3169.4466388225555
1610.0,1675.0,1595.0,11.07,1.9,4.55,3263.041508793831
1610.0,1675.0,1595.0,11.07,1.9,4.55,3348.760030269623
1610.0,1675.0,1595.0,11.07,1.9,4.55,3416.461054086685
1610.0,1675.0,1595.0,11.07,1.9,4.55,3493.124899864197
1610.0,1675.0,1595.0,11.07,1.9,4.55,3496.198276281357
1610.0,1675.0,1595.0,11.07,1.9,4.55,3458.851042985916
1610.0,1675.0,1595.0,11.07,1.9,4.55,3420.261082649231
1610.0,1675.0,1595.0,11.07,1.9,4.55,3383.7211108207703
1610.0,1675.0,1595.0,11.07,1.9,4.55,3369.8634630441666
1610.0,1675.0,1595.0,11.07,1.9,4.55,3388.928443789482
1610.0,1675.0,1595.0,11.07,1.9,4.55,3368.5358917713165
1610.0,1675.0,1595.0,11.07,1.9,4.55,3329.7057098150253
1610.0,1675.0,1595.0,11.07,1.9,4.55,3298.79933655262
1610.0,1675.0,1595.0,11.07,1.9,4.55,3245.9746754169464
1610.0,1675.0,1595.0,11.07,1.9,4.55,3142.992762327194
1610.0,1675.0,1595.0,11.07,1.9,4.55,3055.084062218666
1610.0,1675.0,1595.0,11.07,1.9,4.55,3082.0529913902283
1610.0,1675.0,1595.0,11.07,1.9,4.55,3179.2799538373947
1610.0,1675.0,1595.0,11.07,1.9,4.55,3162.4521738290787
1610.0,1675.0,1595.0,11.07,1.9,4.55,3103.5374200344086
1610.0,1675.0,1595.0,11.07,1.9,4.55,3056.525976061821
1610.0,1675.0,1595.0,11.07,1.9,4.55,3029.603046774864
1610.0,1675.0,1595.0,11.07,1.9,4.55,3003.7474608421326
1610.0,1675.0,1595.0,11.07,1.9,4.55,2959.119833111763
1610.0,1675.0,1595.0,11.07,1.9,4.55,2935.4739940166473
1610.0,1675.0,1595.0,11.07,1.9,4.55,2919.656313061714
1610.0,1675.0,1595.0,11.07,1.9,4.55,2967.2631269693375
1610.0,1675.0,1595.0,11.07,1.9,4.55,2957.578763961792
1610.0,1675.0,1595.0,11.07,1.9,4.55,2922.8355622291565
1610.0,1675.0,1595.0,11.07,1.9,4.55,2929.9705094099045
1610.0,1675.0,1595.0,11.07,1.9,4.55,2979.7123020887375
1610.0,1675.0,1595.0,11.07,1.9,4.55,2998.938793540001
1610.0,1675.0,1595.0,11.07,1.9,4.55,3012.318626642227
1610.0,1675.0,1595.0,11.07,1.9,4.55,3018.6816519498825
1610.0,1675.0,1595.0,11.07,1.9,4.55,2986.897484064102
1610.0,1675.0,1595.0,11.07,1.9,4.55,2996.684361100197
1610.0,1675.0,1595.0,11.07,1.9,4.55,3014.584887623787
1610.0,1675.0,1595.0,11.07,1.9,4.55,3061.5598237514496
1610.0,1675.0,1595.0,11.07,1.9,4.55,3122.5136137008667
1610.0,1675.0,1595.0,11.07,1.9,4.55,3164.7071903944016
1610.0,1675.0,1595.0,11.07,1.9,4.55,3154.561368227005
1610.0,1675.0,1595.0,11.07,1.9,4.55,3126.0521000623703
1610.0,1675.0,1595.0,11.07,1.9,4.55,3108.854860663414
1610.0,1675.0,1595.0,11.07,1.9,4.55,3109.014765024185
1610.0,1675.0,1595.0,11.07,1.9,4.55,3116.0079157352448
1610.0,1675.0,1595.0,11.07,1.9,4.55,3131.83421254158
1610.0,1675.0,1595.0,11.07,1.9,4.55,3167.331520318985
1610.0,1675.0,1595.0,11.07,1.9,4.55,3179.7764605283737
1610.0,1675.0,1595.0,11.07,1.9,4.55,3201.7708307504654
1610.0,1675.0,1595.0,11.07,1.9,4.55,3212.186518907547
1610.0,1675.0,1595.0,11.07,1.9,4.55,3225.3751969337463
1610.0,1675.0,1595.0,11.07,1.9,4.55,3255.017522573471
1610.0,1675.0,1595.0,11.07,1.9,4.55,3334.584472179413
1610.0,1675.0,1595.0,11.07,1.9,4.55,3459.1226613521576
1610.0,1675.0,1595.0,11.07,1.9,4.55,3620.23630797863
1610.0,1675.0,1595.0,11.07,1.9,4.55,3781.2896436452866
1610.0,1675.0,1595.0,11.07,1.9,4.55,3845.992059111595
1610.0,1675.0,1595.0,11.07,1.9,4.55,3825.803951025009
1610.0,1675.0,1595.0,11.07,1.9,4.55,3806.641129255295
1610.0,1675.0,1595.0,11.07,1.9,4.55,3808.6817717552185
1610.0,1675.0,1595.0,11.07,1.9,4.55,3805.66607773304
1610.0,1675.0,1595.0,11.07,1.9,4.55,3829.089949131012
1610.0,1675.0,1595.0,11.07,1.9,4.55,3846.8181586265564
1610.0,1675.0,1595.0,11.07,1.9,4.55,3863.9707124233246
1610.0,1675.0,1595.0,11.07,1.9,4.55,3934.0625619888306
1610.0,1675.0,1595.0,11.07,1.9,4.55,4036.881942152977
1610.0,1675.0,1595.0,11.07,1.9,4.55,4103.037369847298
1610.0,1675.0,1595.0,11.07,1.9,4.55,4068.800020813942
1610.0,1675.0,1595.0,11.07,1.9,4.55,4052.463928461075
1610.0,1675.0,1595.0,11.07,1.9,4.55,4016.6319167613983
1610.0,1675.0,1595.0,11.07,1.9,4.55,4062.686271071434
1610.0,1675.0,1595.0,11.07,1.9,4.55,4141.258016824722
1610.0,1675.0,1595.0,11.07,1.9,4.55,4170.129296779633
1610.0,1675.0,1595.0,11.07,1.9,4.55,4177.309951782227
1610.0,1675.0,1595.0,11.07,1.9,4.55,4192.024365663528
1610.0,1675.0,1595.0,11.07,1.9,4.55,4196.075860261917
1610.0,1675.0,1595.0,11.07,1.9,4.55,4179.572561979294
1610.0,1675.0,1595.0,11.07,1.9,4.55,4131.640974283218
